dropoff_site,load_id,load_time,load_type,load_weight,report_date,route_number,route_type
Takoradi,2646,2006,RECYCLING - SINGLE STREAM,75817,2006,RWBU14,RECYCLING - SINGLE STREAM
Sekondi,2647,2006,SWEEPING,67351,2006,SE02-R,SWEEPING
Essikadu-Ketan,2648,2006,YARD TRIMMING,16532,2006,YM03,YARD TRIMMING
Shama,2649,2006,GARBAGE COLLECTIONS,120559,2006,PAM02,GARBAGE COLLECTIONS
Mpohor-Wassa East,2650,2006,GARBAGE COLLECTIONS,100605,2006,PT21,GARBAGE COLLECTIONS
Tarkwa Nsuaem Municipal,2651,2006,RECYCLING - COMINGLE,26342,2006,RF10,RECYCLING - COMINGLE
Prestea/Huni Valley,2652,2006,YARD TRIMMING,10837,2006,YW04,YARD TRIMMING
Wassa Amenfi East,2653,2006,SWEEPING,24715,2006,DSS04,SWEEPING
Wassa Amenfi West,2654,2006,SWEEPING,138249,2006,SE04-R,SWEEPING
Aowin/Suaman,2655,2006,BULK,117436,2006,BU30,BULK
Sefwi Akontombra,2656,2006,GARBAGE COLLECTIONS,29095,2006,PAF65,GARBAGE COLLECTIONS
Sefwi Wiawso,2657,2006,BULK,134585,2006,BU08,BULK
Sefwi Bibiani-Ahwiaso Bekwai,2658,2006,GARBAGE COLLECTIONS,115900,2006,PAF78,GARBAGE COLLECTIONS
Juabeso,2659,2006,GARBAGE COLLECTIONS,50494,2006,PAF83,GARBAGE COLLECTIONS
Bia,2660,2006,RECYCLING - PAPER,6915,2006,RM11,RECYCLING - PAPER
Komenda,2661,2006,BULK,20492,2006,BU05,BULK
Cape Coast Metropolis,2662,2006,RECYCLING - COMINGLE,30097,2006,RW32,RECYCLING - COMINGLE
Cape Coast South,2663,2006,SWEEPING,15631,2006,S22,SWEEPING
Cape Coast North,2664,2006,YARD TRIMMING,98567,2006,YT10,YARD TRIMMING
Abura-Asebu-Kwamankese,2665,2006,GARBAGE COLLECTIONS,100794,2006,PAF63,GARBAGE COLLECTIONS
Mfantsiman Municipal,2666,2006,RECYCLING - SINGLE STREAM,122950,2006,RMBU20,RECYCLING - SINGLE STREAM
Ajumako-Enyan-Essiam,2667,2006,RECYCLING - SINGLE STREAM,17453,2006,DT1,RECYCLING - SINGLE STREAM
Gomoa West,2668,2006,SWEEPING,3582,2006,C13-R,SWEEPING
Effutu Municipal,2669,2006,YARD TRIMMING,47066,2006,YW07,YARD TRIMMING
Gomoa East,2670,2006,GARBAGE COLLECTIONS,31566,2006,PT30,GARBAGE COLLECTIONS
Ewutu Senya,2671,2006,YARD TRIMMING,105555,2006,YT09,YARD TRIMMING
Agona East,2672,2006,YARD TRIMMING,66832,2006,BKR-YT,YARD TRIMMING
Agona West,2673,2006,BRUSH,137789,2006,CAPSTBR,BRUSH
Brakwa,2674,2006,MULCH,62500,2006,BKR-YT,MULCH
Assin South,2675,2006,GARBAGE COLLECTIONS,53937,2006,PM21,GARBAGE COLLECTIONS
Assin North Municipal,2676,2006,YARD TRIMMING,10899,2006,YW04,YARD TRIMMING
Twifo-Heman-Lower Denkyira,2677,2006,BULK,19422,2006,BU31,BULK
Upper Denkyira East Municipal,2678,2006,SWEEPING,13818,2006,W03-R,SWEEPING
Upper Denkyira West,2679,2006,GARBAGE COLLECTIONS,63543,2006,PW21,GARBAGE COLLECTIONS
Weija (Ga South) Municipal,2680,2006,BRUSH,3631,2006,BR08,BRUSH
Ga West Municipal,2681,2006,YARD TRIMMING,57967,2006,YM05,YARD TRIMMING
Ga East Municipal,2682,2006,RECYCLING - SINGLE STREAM,39185,2006,RFBS41,RECYCLING - SINGLE STREAM
Accra Metropolis,2683,2006,RECYCLING - SINGLE STREAM,69506,2006,RHBS42,RECYCLING - SINGLE STREAM
Ablekuma South,2684,2006,GARBAGE COLLECTIONS,28876,2006,PAM06,GARBAGE COLLECTIONS
Ablekuma Central,2685,2006,GARBAGE COLLECTIONS,108314,2006,PT40,GARBAGE COLLECTIONS
Ashiedu Keteke,2686,2006,GARBAGE COLLECTIONS,23823,2006,PAT82,GARBAGE COLLECTIONS
Osu Klotey,2687,2006,RECYCLING - SINGLE STREAM,41108,2006,DH3,RECYCLING - SINGLE STREAM
La,2688,2006,BULK,66728,2006,BU25,BULK
Ayawaso East,2689,2006,SWEEPING,27844,2006,C12-R,SWEEPING
Ayawaso Central,2690,2006,SWEEPING,138360,2006,NW05-R,SWEEPING
Okai Koi South,2691,2006,YARD TRIMMING,4508,2006,YH08,YARD TRIMMING
Ablekuma North,2692,2006,SWEEPING,51619,2006,SE08-R,SWEEPING
Okai Koi North,2693,2006,GARBAGE COLLECTIONS,68464,2006,PAM60,GARBAGE COLLECTIONS
Ayawaso West Wogon,2694,2006,SWEEPING,3283,2006,SDT01,SWEEPING
Adenta Municipal,2695,2006,GARBAGE COLLECTIONS,68244,2006,PAW01,GARBAGE COLLECTIONS
Ledzokuku/Krowor Municipal,2696,2006,RECYCLING - COMINGLE,70505,2006,RH15,RECYCLING - COMINGLE
Ashaiman Municipal,2697,2006,TIRES,61804,2006,BU25,TIRES
Tema Metropolis,2698,2006,RECYCLING - PAPER,115259,2006,RT06,RECYCLING - PAPER
Tema West,2699,2006,SWEEPING,43595,2006,DSN03,SWEEPING
Tema East,2700,2006,RECYCLING - PAPER,4704,2006,RT33,RECYCLING - PAPER
Kpone Katamanso,2701,2006,DEAD ANIMAL,126024,2006,DA01,DEAD ANIMAL
Dangbe West,2702,2006,RECYCLING - SINGLE STREAM,87203,2006,RFBS32,RECYCLING - SINGLE STREAM
Dangbe East,2703,2006,RECYCLING - SINGLE STREAM,1345,2006,RHAU16,RECYCLING - SINGLE STREAM
South Tongu,2704,2006,YARD TRIMMING,62533,2006,YT07,YARD TRIMMING
Keta Municapal,2705,2006,RECYCLING - SINGLE STREAM,101208,2006,RTBU15,RECYCLING - SINGLE STREAM
Ketu South,2706,2006,SWEEPING,51759,2006,NE11-R,SWEEPING
Ketu North,2707,2006,RECYCLING - SINGLE STREAM,70146,2006,RMAU14,RECYCLING - SINGLE STREAM
Akatsi,2708,2006,RECYCLING - SINGLE STREAM,80536,2006,DH2,RECYCLING - SINGLE STREAM
North Tongu,2709,2006,BRUSH,134391,2006,BR12,BRUSH
Adaklu Anyigbe,2710,2006,GARBAGE COLLECTIONS,133671,2006,PAT71,GARBAGE COLLECTIONS
Ho Municipal,2711,2006,RECYCLING - COMINGLE,40502,2006,RM04,RECYCLING - COMINGLE
South Dayi,2712,2006,GARBAGE COLLECTIONS,567,2006,PAM04,GARBAGE COLLECTIONS
North Dayi,2713,2006,RECYCLING - SINGLE STREAM,3403,2006,RWAU20,RECYCLING - SINGLE STREAM
Hohoe Municipal,2714,2006,RECYCLING - SINGLE STREAM,32337,2006,RHBS35,RECYCLING - SINGLE STREAM
Biakoye,2715,2006,SWEEPING,74570,2006,DSS06,SWEEPING
Jasikan,2716,2006,BULK,66979,2006,BU20,BULK
Kadjebi,2717,2006,GARBAGE COLLECTIONS,48743,2006,PAH04,GARBAGE COLLECTIONS
Krachi East,2718,2006,GARBAGE COLLECTIONS,101940,2006,PAWJP,GARBAGE COLLECTIONS
Krachi West,2719,2006,GARBAGE COLLECTIONS,39960,2006,PAH02,GARBAGE COLLECTIONS
Nkwanta South,2720,2006,GARBAGE COLLECTIONS,21960,2006,PAM78,GARBAGE COLLECTIONS
Nkwanta North,2721,2006,YARD TRIMMING,96317,2006,YM06,YARD TRIMMING
Birim South,2722,2006,SWEEPING,53898,2006,E05-R,SWEEPING
Birim Municipal,2723,2006,RECYCLING - SINGLE STREAM,41872,2006,RMBS33,RECYCLING - SINGLE STREAM
West Akim Municipal,2724,2006,BULK,90640,2006,BU29,BULK
Suhum-Kraboa Coaltar,2725,2006,RECYCLING - SINGLE STREAM,11857,2006,RMBU14,RECYCLING - SINGLE STREAM
Akwapem South Municipal,2726,2006,SWEEPING,83561,2006,DSS04,SWEEPING
Akwapem North,2727,2006,SWEEPING,8096,2006,SW14-R,SWEEPING
New Juaben Municipal,2728,2006,RECYCLING - SINGLE STREAM,34188,2006,RWBU12,RECYCLING - SINGLE STREAM
Yilo Krobo,2729,2006,GARBAGE COLLECTIONS,116008,2006,PAF54,GARBAGE COLLECTIONS
Lower Manya,2730,2006,GARBAGE COLLECTIONS,5923,2006,PW32,GARBAGE COLLECTIONS
Asuogyaman,2731,2006,RECYCLING - SINGLE STREAM,8022,2006,RWAS35,RECYCLING - SINGLE STREAM
Upper Manya,2732,2006,YARD TRIMMING,40747,2006,YH08,YARD TRIMMING
Fanteakwa,2733,2006,GARBAGE COLLECTIONS,96968,2006,PH22,GARBAGE COLLECTIONS
East Akim Municipal,2734,2006,GARBAGE COLLECTIONS,112150,2006,PAF87,GARBAGE COLLECTIONS
Kwaebibirem,2735,2006,BULK,877,2006,BU08,BULK
Akyem Mansa,2736,2006,GARBAGE COLLECTIONS,133934,2006,PAM82,GARBAGE COLLECTIONS
Birim North,2737,2006,BRUSH,1607,2006,BR09,BRUSH
Atiwa,2738,2006,GARBAGE COLLECTIONS,78461,2006,PAF76,GARBAGE COLLECTIONS
Kwahu West Municipal,2739,2006,GARBAGE COLLECTIONS,24605,2006,PAF04,GARBAGE COLLECTIONS
Kwahu South,2740,2006,RECYCLING - SINGLE STREAM,38764,2006,RWAU15,RECYCLING - SINGLE STREAM
Kwahu East,2741,2006,YARD TRIMMING,19765,2006,YM04,YARD TRIMMING
Kwahu North,2742,2006,GARBAGE COLLECTIONS,22620,2006,PAF69,GARBAGE COLLECTIONS
Atwima Mponua,2743,2006,RECYCLING - SINGLE STREAM,30771,2006,RHAS43,RECYCLING - SINGLE STREAM
Amansie West,2744,2006,GARBAGE COLLECTIONS,29268,2006,PAW05,GARBAGE COLLECTIONS
Amansie Central,2745,2006,GARBAGE COLLECTIONS,139018,2006,PAW51,GARBAGE COLLECTIONS
Adansi South,2746,2006,SWEEPING,63565,2006,SB06,SWEEPING
Obuasi Municipal,2747,2006,SWEEPING,27103,2006,DSE02,SWEEPING
Adansi North,2748,2006,BULK,101521,2006,BU16,BULK
Bekwai Municipal,2749,2006,GARBAGE COLLECTIONS,140645,2006,PM39,GARBAGE COLLECTIONS
Bosome Freho,2750,2006,GARBAGE COLLECTIONS,29250,2006,PAW09,GARBAGE COLLECTIONS
Asante Akim South,2751,2006,GARBAGE COLLECTIONS,132679,2006,PM84,GARBAGE COLLECTIONS
Asante Akim North Municipal,2752,2006,YARD TRIMMING,29756,2006,YTSTRT08,YARD TRIMMING
Ejisu Juaben Municipal,2753,2006,GARBAGE COLLECTIONS,26481,2006,PM40,GARBAGE COLLECTIONS
Bosumtwi,2754,2006,GARBAGE COLLECTIONS,7973,2006,PAT08,GARBAGE COLLECTIONS
Atwima Kwanwoma,2755,2006,BULK,49819,2006,BU13,BULK
Kumasi Metropolis,2756,2006,GARBAGE COLLECTIONS,29864,2006,PAF73,GARBAGE COLLECTIONS
Kwadaso,2757,2006,GARBAGE COLLECTIONS,5072,2006,PAW65,GARBAGE COLLECTIONS
Nhyiaeso,2758,2006,BRUSH,20489,2006,BR06,BRUSH
Subin,2759,2006,GARBAGE COLLECTIONS,44868,2006,PF10,GARBAGE COLLECTIONS
Asokwa,2760,2006,RECYCLING - COMINGLE,26554,2006,RW33,RECYCLING - COMINGLE
Oforikrom,2761,2006,RECYCLING - SINGLE STREAM,60485,2006,RMBU22,RECYCLING - SINGLE STREAM
Asawase,2762,2006,SWEEPING,43744,2006,E03-R,SWEEPING
Manhyia,2763,2006,RECYCLING - SINGLE STREAM,138992,2006,RFBS35,RECYCLING - SINGLE STREAM
Old Tafo,2764,2006,GARBAGE COLLECTIONS,53476,2006,PT39,GARBAGE COLLECTIONS
Suame,2765,2006,SWEEPING,34032,2006,NW15-R,SWEEPING
Bantama,2766,2006,GARBAGE COLLECTIONS,134833,2006,PAT86,GARBAGE COLLECTIONS
Atwima Nwabiagya,2767,2006,RECYCLING - SINGLE STREAM,115049,2006,RTAS33,RECYCLING - SINGLE STREAM
Ahafo Ano South,2768,2006,GARBAGE COLLECTIONS,49552,2006,PT10,GARBAGE COLLECTIONS
Ahafo Ano North,2769,2006,SWEEPING,39820,2006,SDT01,SWEEPING
Offinso Municipal,2770,2006,BULK,45136,2006,BU07,BULK
Afigya Kwabre,2771,2006,RECYCLING - SINGLE STREAM,96365,2006,DH3,RECYCLING - SINGLE STREAM
Kwabre East,2772,2006,BULK,2863,2006,BU16,BULK
Afigya Sekyere,2773,2006,SWEEPING,45983,2006,DSE02,SWEEPING
Mampong Municipal,2774,2006,GARBAGE COLLECTIONS,20696,2006,PAT78,GARBAGE COLLECTIONS
Sekyere East,2775,2006,RECYCLING - COMINGLE,31684,2006,RH02,RECYCLING - COMINGLE
Sekyere Afram Plains,2776,2006,BULK,39391,2006,BU16,BULK
Sekyere Central,2777,2006,BRUSH,109119,2006,BR15,BRUSH
Ejura Sekye Dumasi,2778,2006,BULK,74412,2006,BU23,BULK
Offinso North,2779,2006,SWEEPING,36334,2006,SDT01,SWEEPING
Asunafo South,2780,2006,GARBAGE COLLECTIONS,125732,2006,PAF05,GARBAGE COLLECTIONS
Asunafo North Municipal,2781,2006,BRUSH,15913,2006,BR26,BRUSH
Asutifi,2782,2006,SWEEPING,133593,2006,DSS04,SWEEPING
Dormaa Municipal,2783,2006,GARBAGE COLLECTIONS,108992,2006,PAH65,GARBAGE COLLECTIONS
Dormaa East,2784,2006,GARBAGE COLLECTIONS,94155,2006,PAT76,GARBAGE COLLECTIONS
Tano South,2785,2006,BRUSH,77604,2006,BR08,BRUSH
Tano North,2786,2006,RECYCLING - SINGLE STREAM,76260,2006,DT3,RECYCLING - SINGLE STREAM
Sunyani Municipal,2787,2006,GARBAGE COLLECTIONS,129013,2006,PM10,GARBAGE COLLECTIONS
Sunyani West,2788,2006,RECYCLING - SINGLE STREAM,31482,2006,RWAU20,RECYCLING - SINGLE STREAM
Berekum Municipal,2789,2006,RECYCLING - PAPER,24193,2006,DW1,RECYCLING - PAPER
Jaman South,2790,2006,GARBAGE COLLECTIONS,85420,2006,PAM53,GARBAGE COLLECTIONS
Jaman North,2791,2006,RECYCLING - COMINGLE,119295,2006,RM33,RECYCLING - COMINGLE
Tain,2792,2006,RECYCLING - SINGLE STREAM,44933,2006,RTBU16,RECYCLING - SINGLE STREAM
Wenchi Municipal,2793,2006,YARD TRIMMING,99502,2006,YH08,YARD TRIMMING
Techiman Municipal,2794,2006,GARBAGE COLLECTIONS,2394,2006,PAW72,GARBAGE COLLECTIONS
Nkoranza South,2795,2006,BULK,2677,2006,BU29,BULK
Nkoranza North,2796,2006,BRUSH,52432,2006,BR16,BRUSH
Atebubu Amantin,2797,2006,RECYCLING - COMINGLE,111752,2006,RF32,RECYCLING - COMINGLE
Sene,2798,2006,YARD TRIMMING,136917,2006,YF04,YARD TRIMMING
Pru,2799,2006,BRUSH,71167,2006,BR24,BRUSH
Kintampo South,2800,2006,GARBAGE COLLECTIONS,116633,2006,PAT79,GARBAGE COLLECTIONS
Kintampo North Municipal,2801,2006,GARBAGE COLLECTIONS,137517,2006,PH81,GARBAGE COLLECTIONS
Bole,2802,2006,YARD TRIMMING,11069,2006,YT03,YARD TRIMMING
Sawla-Tuna-Kalba,2803,2006,GARBAGE COLLECTIONS,33066,2006,PAWJP,GARBAGE COLLECTIONS
West Gonja,2804,2006,SWEEPING,37289,2006,SDT01,SWEEPING
Gonja Central,2805,2006,BULK,10307,2006,BU02,BULK
East Gonja,2806,2006,YARD TRIMMING,21547,2006,YT10,YARD TRIMMING
Kpandai,2807,2006,RECYCLING - SINGLE STREAM,75253,2006,RWAU15,RECYCLING - SINGLE STREAM
Nanumba South,2808,2006,RECYCLING - PAPER,137764,2006,RF22,RECYCLING - PAPER
Nanumba North,2809,2006,RECYCLING - COMINGLE,85984,2006,RF31,RECYCLING - COMINGLE
Zabzugu Tatali,2810,2006,YARD TRIMMING,122071,2006,YH02,YARD TRIMMING
Yendi Municipal,2811,2006,RECYCLING - COMINGLE,12437,2006,RT32,RECYCLING - COMINGLE
Tamale Metropolis,2812,2006,YARD TRIMMING,94549,2006,YT10,YARD TRIMMING
Tamale South,2813,2006,BULK,108852,2006,BU03,BULK
Tamale Central,2814,2006,RECYCLING - SINGLE STREAM,115857,2006,RTAU23,RECYCLING - SINGLE STREAM
Tamale North,2815,2006,RECYCLING - PAPER,34026,2006,RH24,RECYCLING - PAPER
Tolon Kumbugu,2816,2006,SWEEPING,98318,2006,E16-R,SWEEPING
Savelugu Nanton,2817,2006,RECYCLING - SINGLE STREAM,127410,2006,RHAU26,RECYCLING - SINGLE STREAM
Karaga,2818,2006,GARBAGE COLLECTIONS,21060,2006,PAT78,GARBAGE COLLECTIONS
Gushiegu,2819,2006,RECYCLING - PAPER,40745,2006,RM20,RECYCLING - PAPER
Saboba,2820,2006,RECYCLING - PAPER,141661,2006,RW22,RECYCLING - PAPER
Chereponi,2821,2006,DEAD ANIMAL,46050,2006,DA01,DEAD ANIMAL
Bunkpurugu Yonyo,2822,2006,YARD TRIMMING,24832,2006,YT09,YARD TRIMMING
Mamprusi East,2823,2006,BULK,44875,2006,BU11,BULK
Mamprusi West,2824,2006,GARBAGE COLLECTIONS,122163,2006,PAM77,GARBAGE COLLECTIONS
Builsa,2825,2006,GARBAGE COLLECTIONS,126099,2006,PH21,GARBAGE COLLECTIONS
Kasena Nankana West,2826,2006,GARBAGE COLLECTIONS,25931,2006,PAM76,GARBAGE COLLECTIONS
Kasena Nankana East,2827,2006,SWEEPING,36263,2006,C12-R,SWEEPING
Bolgatanga Municipal,2828,2006,DEAD ANIMAL,88943,2006,DA01,DEAD ANIMAL
Talensi Nabdam,2829,2006,RECYCLING - SINGLE STREAM,49744,2006,DF3,RECYCLING - SINGLE STREAM
Bongo,2830,2006,GARBAGE COLLECTIONS,70797,2006,PAT73,GARBAGE COLLECTIONS
Bawku West,2831,2006,GARBAGE COLLECTIONS,24031,2006,PT21,GARBAGE COLLECTIONS
Garu Tempane,2832,2006,YARD TRIMMING,127270,2006,YH08,YARD TRIMMING
Bawku Municipal,2833,2006,DEAD ANIMAL,120752,2006,DA01,DEAD ANIMAL
Wa West,2834,2006,RECYCLING - SINGLE STREAM,110995,2006,IRM1,RECYCLING - SINGLE STREAM
Wa Municipal,2835,2006,RECYCLING - SINGLE STREAM,88696,2006,RWAU16,RECYCLING - SINGLE STREAM
Wa East,2836,2006,RECYCLING - SINGLE STREAM,117909,2006,DW2,RECYCLING - SINGLE STREAM
Sissala East,2837,2006,SWEEPING,126850,2006,E06-R,SWEEPING
Nadowli,2838,2006,BRUSH,123819,2006,BR11,BRUSH
Jirapa,2839,2006,RECYCLING - SINGLE STREAM,25365,2006,RMAS42,RECYCLING - SINGLE STREAM
Sissala West,2840,2006,RECYCLING - PAPER,67059,2006,IRW1,RECYCLING - PAPER
Lambussie Karni,2841,2006,RECYCLING - COMINGLE,5226,2006,RW01,RECYCLING - COMINGLE
Lawra,2842,2006,GARBAGE COLLECTIONS,553,2006,PAM60,GARBAGE COLLECTIONS
Jomoro,2843,2010,YARD TRIMMING,170376,2010,YH08,YARD TRIMMING
Ellembelle,2844,2010,RECYCLING - SINGLE STREAM,384276,2010,RFBU12,RECYCLING - SINGLE STREAM
Nzema East,2845,2010,YARD TRIMMING,54600,2010,OF-2,YARD TRIMMING
Ahanta West,2846,2010,BRUSH,474264,2010,ST0506,BRUSH
Sekondi Takoradi Metropolis,2847,2010,SWEEPING,315672,2010,SB06,SWEEPING
Kwesimintsim,2848,2010,GARBAGE COLLECTIONS,275244,2010,PW31,GARBAGE COLLECTIONS
Takoradi,2849,2010,YARD TRIMMING,415272,2010,OT-2,YARD TRIMMING
Sekondi,2850,2010,GARBAGE COLLECTIONS,167532,2010,PAM69,GARBAGE COLLECTIONS
Essikadu-Ketan,2851,2010,GARBAGE COLLECTIONS,183480,2010,PAF81,GARBAGE COLLECTIONS
Shama,2852,2010,SWEEPING,238692,2010,DSS04,SWEEPING
Mpohor-Wassa East,2853,2010,GARBAGE COLLECTIONS,7164,2010,PAW63,GARBAGE COLLECTIONS
Tarkwa Nsuaem Municipal,2854,2010,RECYCLING - COMINGLE,15528,2010,DT1,RECYCLING - COMINGLE
Prestea/Huni Valley,2855,2010,BULK,450720,2010,BU15,BULK
Wassa Amenfi East,2856,2010,SWEEPING,80136,2010,SDT01,SWEEPING
Wassa Amenfi West,2857,2010,SWEEPING,193680,2010,DSS03,SWEEPING
Aowin/Suaman,2858,2010,BULK,229500,2010,BU08,BULK
Sefwi Akontombra,2859,2010,GARBAGE COLLECTIONS,126288,2010,PAM76,GARBAGE COLLECTIONS
Sefwi Wiawso,2860,2010,GARBAGE COLLECTIONS,465720,2010,PAH64,GARBAGE COLLECTIONS
Sefwi Bibiani-Ahwiaso Bekwai,2861,2010,RECYCLING - SINGLE STREAM,248772,2010,RFBS35,RECYCLING - SINGLE STREAM
Juabeso,2862,2010,GARBAGE COLLECTIONS,201876,2010,PAM05,GARBAGE COLLECTIONS
Bia,2863,2010,GARBAGE COLLECTIONS,154176,2010,PM32,GARBAGE COLLECTIONS
Komenda,2864,2010,RECYCLING - COMINGLE,156300,2010,RH21,RECYCLING - COMINGLE
Cape Coast Metropolis,2865,2010,RECYCLING - COMINGLE,216384,2010,RH32,RECYCLING - COMINGLE
Cape Coast South,2866,2010,BRUSH,439872,2010,BR26,BRUSH
Cape Coast North,2867,2010,RECYCLING - SINGLE STREAM,14832,2010,RMBU22,RECYCLING - SINGLE STREAM
Abura-Asebu-Kwamankese,2868,2010,RECYCLING - SINGLE STREAM,9840,2010,RFAU13,RECYCLING - SINGLE STREAM
Mfantsiman Municipal,2869,2010,RECYCLING - COMINGLE,217860,2010,RF14,RECYCLING - COMINGLE
Ajumako-Enyan-Essiam,2870,2010,SWEEPING,262536,2010,S22,SWEEPING
Gomoa West,2871,2010,RECYCLING - PAPER,408900,2010,RT02,RECYCLING - PAPER
Effutu Municipal,2872,2010,YARD TRIMMING,24216,2010,YF10,YARD TRIMMING
Gomoa East,2873,2010,RECYCLING - SINGLE STREAM,162708,2010,RFBU20,RECYCLING - SINGLE STREAM
Ewutu Senya,2874,2010,GARBAGE COLLECTIONS,364128,2010,PW39,GARBAGE COLLECTIONS
Agona East,2875,2010,MULCH,327396,2010,BRAKER SITE,MULCH
Agona West,2876,2010,RECYCLING - SINGLE STREAM,15756,2010,RHAS41,RECYCLING - SINGLE STREAM
Brakwa,2877,2010,GARBAGE COLLECTIONS,91236,2010,PF30,GARBAGE COLLECTIONS
Assin South,2878,2010,YARD TRIMMING,51900,2010,YHP,YARD TRIMMING
Assin North Municipal,2879,2010,RECYCLING - PAPER,169836,2010,DH3,RECYCLING - PAPER
Twifo-Heman-Lower Denkyira,2880,2010,RECYCLING - SINGLE STREAM,211428,2010,RTAU12,RECYCLING - SINGLE STREAM
Upper Denkyira East Municipal,2881,2010,GARBAGE COLLECTIONS,29304,2010,PAT07,GARBAGE COLLECTIONS
Upper Denkyira West,2882,2010,GARBAGE COLLECTIONS,430584,2010,PAT65,GARBAGE COLLECTIONS
Weija (Ga South) Municipal,2883,2010,YARD TRIMMING,102492,2010,YW02,YARD TRIMMING
Ga West Municipal,2884,2010,RECYCLING - SINGLE STREAM,240804,2010,RTBU14,RECYCLING - SINGLE STREAM
Ga East Municipal,2885,2010,GARBAGE COLLECTIONS,143076,2010,PAFJP,GARBAGE COLLECTIONS
Accra Metropolis,2886,2010,GARBAGE COLLECTIONS,14244,2010,PT33,GARBAGE COLLECTIONS
Ablekuma South,2887,2010,RECYCLING - SINGLE STREAM,234264,2010,RWAU25,RECYCLING - SINGLE STREAM
Ablekuma Central,2888,2010,YARD TRIMMING,7572,2010,YH04,YARD TRIMMING
Ashiedu Keteke,2889,2010,GARBAGE COLLECTIONS,118176,2010,PAF78,GARBAGE COLLECTIONS
Osu Klotey,2890,2010,RECYCLING - SINGLE STREAM,11376,2010,RWBU23,RECYCLING - SINGLE STREAM
La,2891,2010,GARBAGE COLLECTIONS,440088,2010,PAT71,GARBAGE COLLECTIONS
Ayawaso East,2892,2010,SWEEPING,213600,2010,SB89,SWEEPING
Ayawaso Central,2893,2010,BULK,408156,2010,BU26,BULK
Okai Koi South,2894,2010,RECYCLING - SINGLE STREAM,62604,2010,RMAS34,RECYCLING - SINGLE STREAM
Ablekuma North,2895,2010,GARBAGE COLLECTIONS,403344,2010,PAH87,GARBAGE COLLECTIONS
Okai Koi North,2896,2010,RECYCLING - COMINGLE,1032,2010,RT02,RECYCLING - COMINGLE
Ayawaso West Wogon,2897,2010,GARBAGE COLLECTIONS,240276,2010,PAT04,GARBAGE COLLECTIONS
Adenta Municipal,2898,2010,RECYCLING - SINGLE STREAM,124236,2010,RFBS42,RECYCLING - SINGLE STREAM
Ledzokuku/Krowor Municipal,2899,2010,RECYCLING - COMINGLE,198108,2010,RH04,RECYCLING - COMINGLE
Ashaiman Municipal,2900,2010,YARD TRIMMING,13908,2010,YT08,YARD TRIMMING
Tema Metropolis,2901,2010,GARBAGE COLLECTIONS,145140,2010,PAT78,GARBAGE COLLECTIONS
Tema West,2902,2010,GARBAGE COLLECTIONS,184776,2010,PAW82,GARBAGE COLLECTIONS
Tema East,2903,2010,RECYCLING - SINGLE STREAM,225828,2010,RMBU11,RECYCLING - SINGLE STREAM
Kpone Katamanso,2904,2010,SWEEPING,39960,2010,DSS04,SWEEPING
Dangbe West,2905,2010,GARBAGE COLLECTIONS,7848,2010,PAM70,GARBAGE COLLECTIONS
Dangbe East,2906,2010,RECYCLING - SINGLE STREAM,344556,2010,RTAU24,RECYCLING - SINGLE STREAM
South Tongu,2907,2010,RECYCLING - SINGLE STREAM,72600,2010,DH3,RECYCLING - SINGLE STREAM
Keta Municapal,2908,2010,GARBAGE COLLECTIONS,61872,2010,PAT56,GARBAGE COLLECTIONS
Ketu South,2909,2010,GARBAGE COLLECTIONS,81216,2010,PAT79,GARBAGE COLLECTIONS
Ketu North,2910,2010,SWEEPING,330816,2010,S05,SWEEPING
Akatsi,2911,2010,GARBAGE COLLECTIONS,17760,2010,PAM66,GARBAGE COLLECTIONS
North Tongu,2912,2010,SWEEPING,104652,2010,NE14-R,SWEEPING
Adaklu Anyigbe,2913,2010,YARD TRIMMING,290520,2010,YW01,YARD TRIMMING
Ho Municipal,2914,2010,BRUSH,306072,2010,BR03,BRUSH
South Dayi,2915,2010,RECYCLING - SINGLE STREAM,301596,2010,RTAU13,RECYCLING - SINGLE STREAM
North Dayi,2916,2010,SWEEPING,35592,2010,DSS04,SWEEPING
Hohoe Municipal,2917,2010,SWEEPING,20448,2010,N22,SWEEPING
Biakoye,2918,2010,YARD TRIMMING,23736,2010,YF02,YARD TRIMMING
Jasikan,2919,2010,RECYCLING - SINGLE STREAM,2796,2010,RWAU22,RECYCLING - SINGLE STREAM
Kadjebi,2920,2010,GARBAGE COLLECTIONS,21732,2010,PAT80,GARBAGE COLLECTIONS
Krachi East,2921,2010,GARBAGE COLLECTIONS,257280,2010,PAM07,GARBAGE COLLECTIONS
Krachi West,2922,2010,GARBAGE COLLECTIONS,349824,2010,PAH02,GARBAGE COLLECTIONS
Nkwanta South,2923,2010,GARBAGE COLLECTIONS,317196,2010,PAW70,GARBAGE COLLECTIONS
Nkwanta North,2924,2010,GARBAGE COLLECTIONS,120840,2010,PAW87,GARBAGE COLLECTIONS
Birim South,2925,2010,GARBAGE COLLECTIONS,76896,2010,PAM71,GARBAGE COLLECTIONS
Birim Municipal,2926,2010,GARBAGE COLLECTIONS,1368,2010,PAF07,GARBAGE COLLECTIONS
West Akim Municipal,2927,2010,RECYCLING - SINGLE STREAM,32256,2010,RFAU20,RECYCLING - SINGLE STREAM
